id,postal_code,latitude,longitude
1337,BB1 5QB,53.759832,-2.453805
1401,BB1 6AY,53.7511,-2.480979
1888,ZE2 9JD,59.912507,-1.327385
2593,YO8 8JF,53.756625,-1.048503
2828,YO8 4RU,53.783864,-1.087423
3241,YO7 4SQ,54.196999,-1.433966
3557,YO7 4EJ,54.226978,-1.423955
3558,YO7 4EL,54.242653,-1.414852
3710,YO7 4QQ,54.298513,-1.342897
3757,YO7 3JH,54.170767,-1.344889
3803,YO7 3NS,54.157625,-1.343634
3836,YO7 2AS,54.199277,-1.276832
3837,YO7 2AT,54.203965,-1.272433
4010,YO7 2NY,54.249538,-1.327726
4027,YO7 1FL,54.239746,-1.333378
4056,YO7 1HL,54.231753,-1.344276
4193,YO7 1QR,54.231154,-1.344915
4254,YO62 7JQ,54.302348,-0.965993
4256,YO62 7JW,54.362209,-1.053616
4349,YO62 7TD,54.255679,-1.021346
4412,YO7 1DA,54.232946,-1.340637
4585,YO62 6NY,54.251187,-0.904163
4640,YO62 4NB,54.147109,-1.010209
4647,YO62 4NL,54.148666,-1.009422
4731,YO62 5DX,54.245096,-1.059966
4741,YO62 5EJ,54.227479,-1.088341
4773,YO62 5HZ,54.240702,-1.004043
4865,YO61 4QG,54.182611,-1.201587
4878,YO61 4RP,54.143069,-1.104049
4883,YO61 4RW,54.133453,-1.090732
4885,YO61 4SB,54.127762,-1.063465
4928,YO61 4TT,54.137936,-1.129405
5017,YO62 4JH,54.184214,-1.05891
5041,YO61 3ET,54.114016,-1.18182
5106,YO61 3LA,54.122087,-1.208697
5219,YO61 4AF,54.200235,-1.206889
5253,YO61 1SU,54.10537,-1.283267
5348,YO61 2RB,54.087967,-1.303892
5360,YO61 2RS,54.134347,-1.385516
5364,YO61 2RX,54.111826,-1.35833
5541,YO61 1JA,54.084135,-1.157084
5544,YO61 1JE,54.079639,-1.184214
5572,YO61 1LT,54.110835,-1.150679
5614,YO61 1QT,54.070297,-1.215075
5652,YO60 6RS,54.099026,-1.008521
5741,YO51 9DZ,54.114941,-1.423343
5851,YO51 9HA,54.085903,-1.352753
5858,YO51 9HJ,54.103338,-1.358056
5931,YO43 4EB,53.836586,-0.731673
6046,YO43 4LE,53.842189,-0.680443
6090,YO43 4SQ,53.822832,-0.606155
6107,YO43 4TN,53.804421,-0.592695
6198,YO51 9AU,54.090312,-1.39164
6298,YO43 3PZ,53.864547,-0.715613
6333,YO42 4NP,53.843912,-0.82182
6350,YO42 4PR,53.849141,-0.863613
6381,YO43 4AP,53.831442,-0.775795
6396,YO43 4BH,53.832879,-0.780054
6457,YO42 4SS,53.874382,-0.833611
6567,YO42 2QR,53.929818,-0.77997
6619,YO43 3FB,53.86595,-0.670252
6730,YO42 1XG,53.94215,-0.718617
6763,YO42 2AE,53.931549,-0.777784
6789,YO42 4JA,53.871162,-0.779335
6795,YO42 4JH,53.872163,-0.783861
6801,YO42 4JS,53.896557,-0.811749
6815,YO42 4LQ,53.882967,-0.762781
6918,YO42 2HS,53.935822,-0.78077
7068,YO42 1NT,53.909526,-0.775035
7072,YO42 1PB,53.945023,-0.799144
7134,YO41 1JX,54.003224,-0.951193
7200,YO42 1TL,53.966044,-0.758288
7220,YO42 1UL,53.917791,-0.755334
7283,YO41 4AZ,53.914147,-0.960095
7305,YO41 4DB,53.93488,-0.904103
7308,YO41 4DF,53.914866,-0.886875
7343,YO32 9TL,54.009984,-1.009676
7362,YO32 9UJ,53.992889,-1.001066
7495,YO41 1EA,53.974374,-0.925998
7605,YO32 9GZ,53.989573,-1.047664
8297,YO32 2RQ,54.022037,-1.134268
8970,YO30 7XZ,53.964046,-1.087974
9006,YO31 0NN,53.967524,-1.041694
9335,YO30 5PA,53.97683,-1.110057
9691,YO30 4WG,53.987203,-1.100457
9709,YO30 4XG,53.98624,-1.10027
9710,YO30 4XH,53.984404,-1.102307
9745,YO26 8JN,53.983809,-1.247703
9755,YO26 8LA,53.995394,-1.22064
9895,YO30 1AP,54.031746,-1.171579
9933,YO26 6RB,53.976962,-1.130577
10249,YO26 4YJ,53.963966,-1.107319
10433,YO25 9UG,53.933765,-0.558515
10633,YO25 9ED,53.975778,-0.492597
10684,YO25 9JZ,53.991489,-0.565979
10812,YO25 9TF,53.922686,-0.524069
10856,YO25 8NN,54.011081,-0.381015
10868,YO25 8PG,54.015018,-0.225484
10881,YO25 8QB,54.014304,-0.259017
10919,YO25 8SB,53.902654,-0.284397
10992,YO25 9AP,53.940412,-0.463031
11003,YO25 9BB,53.899838,-0.43407
11007,YO25 9BQ,53.910782,-0.38954
11169,YO25 8DX,53.932619,-0.228285
11197,YO25 8HB,54.007486,-0.374284
11218,YO25 8JJ,53.985281,-0.373536
11270,YO25 5UY,54.022478,-0.44516
11311,YO25 6DA,54.008131,-0.440048
11386,YO25 6PN,53.999595,-0.434753
11389,YO25 6PS,54.003612,-0.437284
11410,YO25 6RA,54.004131,-0.439984
11447,YO25 4QZ,54.039883,-0.337576
11485,YO25 4SX,54.055483,-0.411203
11539,YO25 3DP,54.119833,-0.360284
11541,YO25 3DS,54.1154,-0.392755
11635,YO25 3EZ,54.026683,-0.570097
11638,YO25 3HD,54.053656,-0.62554
11647,YO25 3HR,54.13287,-0.325254
11648,YO25 3HS,54.158671,-0.35216
11779,YO25 4AS,54.030094,-0.350748
11787,YO25 4DG,54.040555,-0.374919
11792,YO25 4EF,54.093439,-0.404124
11808,YO25 4JR,54.020055,-0.391306
12019,YO25 3AL,54.035067,-0.526016
12104,YO24 3LL,53.941272,-1.134479
12554,YO23 3PQ,53.918564,-1.201288
12563,YO23 3QA,53.952862,-1.181318
12886,YO23 2SE,53.919306,-1.090693
12920,YO23 2UJ,53.898328,-1.105118
13360,YO21 3SD,54.501394,-0.735412
13362,YO21 3SF,54.481375,-0.737079
13527,YO21 2PU,54.442372,-0.812328
13546,YO21 2RG,54.475886,-1.06476
13777,YO21 2AA,54.466281,-0.792117
13802,YO21 2BW,54.487597,-0.81182
14026,YO19 6DA,53.866738,-0.950951
14033,YO19 6DJ,53.860753,-0.989092
14091,YO21 1QL,54.484432,-0.619161
14165,YO19 6HQ,53.898523,-1.042877
14419,YO19 5UF,53.961112,-1.006901
14447,YO18 8JN,54.277603,-0.759506
14463,YO19 5UW,53.959802,-1.030342
14530,YO18 8LT,54.245842,-0.846874
14532,YO18 8LW,54.250219,-0.813508
14631,YO18 7LL,54.246246,-0.703048
14639,YO18 7LX,54.240024,-0.731984
14651,YO18 7NR,54.32474,-0.689709
14669,YO19 4PR,53.903893,-1.088501
14732,YO18 7QB,54.29875,-0.704026
14829,YO17 9LS,54.024246,-0.729271
14991,YO18 7AW,54.245061,-0.774786
15062,YO17 8RS,54.184264,-0.588908
15192,YO17 9DU,54.122178,-0.791889
15236,YO17 7LJ,54.135556,-0.79755
15239,YO17 7LP,54.135575,-0.799462
15318,YO17 9LB,54.078699,-0.78961
15325,YO17 8AA,54.135439,-0.77787
15353,YO17 8BN,54.091769,-0.660025
15417,YO17 8JU,54.172955,-0.718166
15478,YO17 6UJ,54.205098,-0.757047
15544,YO17 7AA,54.134364,-0.798009
15552,YO17 7AW,54.134478,-0.798499
15708,YO17 7HT,54.135705,-0.797251
15881,YO16 6XJ,54.118012,-0.216423
16097,YO16 4UD,54.112834,-0.221251
16259,YO15 3QT,54.038584,-0.240517
16376,YO16 4JB,54.0865,-0.200788
16402,YO16 4LZ,54.084715,-0.201064
16584,YO15 3JN,54.077431,-0.19979
16746,YO15 2AD,54.084996,-0.194173
16747,YO15 2AE,54.083773,-0.192896
17133,YO13 9DJ,54.223251,-0.554447
17329,YO13 0DX,54.365639,-0.495472
17610,YO13 9AR,54.226816,-0.593716
17693,YO12 7RT,54.283047,-0.41888
18173,YO12 4SN,54.195346,-0.456934
18303,YO12 5ED,54.278866,-0.410671
18619,YO12 4PQ,54.161907,-0.468732
18662,YO11 3SH,54.234626,-0.38894
18987,YO11 1UB,54.277309,-0.409715
19276,YO11 1JU,54.28152,-0.405344
20294,YO1 7DN,53.960536,-1.086268
20821,WV8 1QB,52.632958,-2.222223
20909,WV8 1RJ,52.642712,-2.240791
21218,WV7 3AH,52.6275,-2.245686
21222,WV7 3AP,52.618071,-2.245056
21682,WV6 7EQ,52.559909,-2.284279
21699,WV6 7HJ,52.596262,-2.240373
22651,WV4 6JN,52.565746,-2.096803
23009,WV4 6BL,52.564483,-2.114701
23137,WV4 4AA,52.567839,-2.144821
23579,WV3 7LE,52.572418,-2.169477
24336,WV16 6RQ,52.493441,-2.506548
24379,WV16 6UB,52.511134,-2.460116
24398,WV16 6XF,52.54214,-2.571515
24542,WV16 5LZ,52.535304,-2.4494
24583,WV16 6BN,52.476403,-2.37701
24698,WV16 6PF,52.452599,-2.428248
24700,WV16 6PH,52.465238,-2.434438
24814,WV16 4RZ,52.581798,-2.435501
24863,WV16 5AR,52.534167,-2.438627
25015,WV15 6QR,52.50887,-2.36108
25446,WV14 8PD,52.555843,-2.070135
27765,WV11 2AY,52.640117,-2.078915
29186,WV1 4DJ,52.58673,-2.132612
29809,WS9 9LL,52.623494,-1.934147
29995,WS9 8PT,52.603723,-1.91939
30169,WS9 0RG,52.569229,-1.907649
31076,WS7 4SP,52.669469,-1.922484
31445,WS6 6EQ,52.656566,-2.0148
34168,WS15 4BJ,52.741416,-1.874351
34325,WS15 3AH,52.823417,-1.822814
34414,WS15 4RF,52.710845,-1.931144
34431,WS15 3EP,52.832321,-1.885961
34433,WS15 3ER,52.84064,-1.863819
34483,WS15 3LF,52.783538,-1.922772
34508,WS15 3NQ,52.800792,-1.913249
34684,WS15 2TU,52.762506,-1.976751
34701,WS15 2US,52.751167,-1.960252
34732,WS15 1PS,52.744694,-1.910066
34743,WS15 1QF,52.728409,-1.904057
34871,WS15 2EL,52.757557,-1.935857
35049,WS15 1GA,52.750739,-1.94523
35595,WS14 0ED,52.638917,-1.85069
36029,WS13 6QD,52.681547,-1.832114
36121,WS13 8DY,52.696803,-1.859579
36223,WS13 7AU,52.687704,-1.838312
36335,WS13 6AF,52.686982,-1.822389
36481,WS13 6LL,52.682503,-1.82814
37297,WS12 1AD,52.70913,-1.999617
37300,WS12 1AG,52.709265,-1.999128
37414,WS11 9FG,52.668994,-1.962988
37618,WS11 6UR,52.694952,-2.01428
37655,WS11 1RR,52.690088,-2.064382
37770,WS11 4NX,52.707796,-2.028182
38404,WS10 9LL,52.567917,-2.025244
39872,WR9 8UP,52.268845,-2.139623
39898,WR9 9AJ,52.275371,-2.159261
39909,WR9 9AY,52.272036,-2.154947
40057,WR9 8DS,52.26685,-2.150673
40061,WR9 8DY,52.267998,-2.148852
40185,WR9 7EE,52.253818,-2.069428
40187,WR9 7EG,52.240862,-2.054704
40259,WR9 7JS,52.248771,-2.122173
40294,WR9 7NS,52.205453,-2.133336
40451,WR9 0NB,52.312795,-2.169685
40488,WR9 0PZ,52.309157,-2.204912
40494,WR9 0QH,52.285241,-2.172754
40639,WR8 9DH,52.074382,-2.186193
40673,WR8 9HJ,52.131395,-2.146023
40825,WR8 0EQ,52.076982,-2.276641
41007,WR7 4EW,52.208538,-1.977682
41168,WR6 6NL,52.267579,-2.25847
41199,WR6 6QB,52.235698,-2.342195
41306,WR6 6XS,52.274137,-2.47561
41373,WR6 5RD,52.196685,-2.413481
41461,WR6 6AT,52.300771,-2.392406
41473,WR6 6BN,52.307683,-2.363298
41490,WR6 6DR,52.24782,-2.408903
41611,WR6 5AS,52.127919,-2.481472
41613,WR6 5AU,52.13811,-2.480296
41652,WR6 5BY,52.133119,-2.50841
41689,WR6 5HF,52.175904,-2.388107
41874,WR5 3NB,52.137299,-2.216312
42074,WR5 2QX,52.185629,-2.176362
43189,WR3 8HF,52.209576,-2.204516
43542,WR2 6NJ,52.232712,-2.269722
43545,WR2 6NP,52.240194,-2.266732
43550,WR2 6NW,52.242154,-2.272899
43569,WR2 6PY,52.230126,-2.298125
43582,WR2 6QU,52.213716,-2.288297
43601,WR2 6RW,52.204313,-2.288134
43917,WR2 4TJ,52.138512,-2.239667
44052,WR15 8SN,52.306754,-2.542209
44114,WR2 4BT,52.172077,-2.233428
44305,WR15 8HG,52.309342,-2.614083
44383,WR15 8NH,52.311994,-2.56841
44397,WR15 8PA,52.301269,-2.502749
44410,WR15 8PU,52.261138,-2.592552
44423,WR15 8QN,52.281339,-2.503538
44500,WR14 4QG,52.110845,-2.330198
44627,WR14 3JY,52.096131,-2.309186
44633,WR14 3LF,52.093126,-2.303122
45114,WR14 2JS,52.116788,-2.327146
45581,WR13 5LY,52.107865,-2.411593
45752,WR12 7HH,52.04717,-1.897432
45768,WR12 7JD,52.042432,-1.935583
45832,WR12 7LX,52.033274,-1.8821
45908,WR13 5AZ,52.142843,-2.299936
45978,WR11 8SN,52.159789,-1.921213
46299,WR11 8LH,52.137705,-1.870238
46399,WR11 4XP,52.096498,-1.946834
46421,WR11 8PA,52.130496,-1.905603
46493,WR11 7PG,52.090766,-1.83568
46498,WR11 7PP,52.096477,-1.827168
46519,WR11 7QS,52.049427,-1.985115
46716,WR11 4QJ,52.093865,-1.943924
47187,WR10 3HJ,52.081638,-2.028285
47340,WR10 2DU,52.134193,-2.07312
47402,WR10 2LN,52.163639,-2.05276
47413,WR10 2NB,52.134117,-1.997588
47714,WR10 2AF,52.132039,-2.123475
47716,WR10 2AH,52.132275,-2.101664
47728,WR1 3DP,52.199065,-2.224908
48158,WN8 9TG,53.53807,-2.791292
48197,WR1 1EE,52.195842,-2.222858
48306,WR1 1NU,52.198128,-2.221406
48990,WN8 6BF,53.544653,-2.749175
49148,WN7 5QW,53.506572,-2.524056
49773,WN7 3ET,53.490186,-2.511434
50275,WN6 9EH,53.588791,-2.730905
50532,WN6 7AN,53.5528,-2.645274
51002,WN6 0XF,53.593245,-2.655787
52326,WN4 0LY,53.502122,-2.65851
52389,WN4 0SQ,53.492651,-2.674174
53154,WN3 4EY,53.540222,-2.633539
53643,WN2 3SF,53.52222,-2.567476
53774,WN2 4BX,53.543612,-2.565787
54294,WN2 1LL,53.580638,-2.603815
54330,WN2 1ND,53.58833,-2.617731
54335,WN2 1PE,53.572986,-2.609701
54344,WN2 1PR,53.56408,-2.574953
54990,WN1 2TB,53.562188,-2.629384
56578,WF8 3BH,53.676076,-1.26819
56589,WF8 4HZ,53.685949,-1.314519
56943,WF8 1LY,53.690185,-1.313333
57341,WF7 6HE,53.687238,-1.391788
57456,WF7 7BL,53.64067,-1.360702
58720,WF5 9BB,53.698062,-1.568261
59450,WF4 3NG,53.631169,-1.527267
60557,WF3 3ND,53.724908,-1.496588
60875,WF3 1JS,53.725562,-1.55493
62650,WF17 8BG,53.724413,-1.657377
63790,WF15 8EZ,53.713037,-1.736925
64461,WF14 8BD,53.672496,-1.696003
65207,WF13 3RQ,53.681992,-1.648244
66405,WF12 0QL,53.667824,-1.613312
68861,WF1 3EB,53.709478,-1.493321
69455,WD7 9AA,51.682246,-0.289261
69827,WD6 4PJ,51.656711,-0.28073
69863,WD6 4RN,51.655218,-0.28081
70072,WD6 3RQ,51.642205,-0.293533
70354,WD6 3AU,51.652945,-0.320057
70738,WD6 1JD,51.658935,-0.256542
71273,WD4 8JS,51.711546,-0.446146
71411,WD4 9AZ,51.696175,-0.491398
71566,WD4 8AL,51.725943,-0.453022
71936,WD3 4LP,51.662674,-0.463485
72003,WD3 6HH,51.677505,-0.496408
73071,WD25 8EZ,51.665757,-0.336371
73740,WD24 4RG,51.663524,-0.391037
76558,WD17 3DR,51.663885,-0.416935
76650,WD17 1HP,51.65977,-0.397494
76655,WD17 1JJ,51.658794,-0.396545
76777,WD17 2EG,51.653168,-0.392531
77363,WC2H 9JQ,51.514897,-0.123615
78034,WC2A 2JR,51.514455,-0.111772
78241,WC1X 9DU,51.530512,-0.117177
78413,WC2A 1HR,51.516926,-0.111748
78424,WC2A 1LS,51.515483,-0.111481
78458,WC1X 0ND,51.528157,-0.117329
78557,WC1R 5EF,51.519119,-0.114254
78617,WC1X 8TA,51.519658,-0.11951
78685,WC1V 6RL,51.518366,-0.115084
78755,WC1N 3AX,51.520592,-0.12221
79183,WC1H 9BQ,51.525384,-0.128215
79547,WC1B 3RB,51.519058,-0.128644
79896,WC1B 3HH,51.519286,-0.130945
82238,WA8 3XP,53.394976,-2.687457
82241,WA8 3XT,53.397453,-2.700551
82995,WA7 6PH,53.331132,-2.675919
83709,WA7 3BD,53.313336,-2.66534
83789,WA7 3EH,53.30743,-2.700547
84384,WA6 8BN,53.264385,-2.679843
84470,WA6 8HP,53.273388,-2.651449
84516,WA6 8NH,53.25274,-2.652828
84847,WA6 6PN,53.294801,-2.724089
84974,WA6 0JQ,53.258959,-2.78601
85565,WA5 3LE,53.3928,-2.670129
86100,WA5 2JS,53.382241,-2.646871
86678,WA4 6UN,53.354632,-2.634418
87085,WA4 4AF,53.340374,-2.623978
87181,WA4 4ES,53.301038,-2.580235
87841,WA3 7AS,53.430929,-2.546619
87846,WA3 7AY,53.441722,-2.541548
87848,WA3 7BA,53.445346,-2.541143
87852,WA3 7BG,53.442304,-2.549911
88499,WA3 4LL,53.458027,-2.52302
88734,WA3 2RQ,53.47112,-2.576919
90131,WA16 9PL,53.280833,-2.384177
90269,WA2 0DP,53.416971,-2.564043
90684,WA16 8RW,53.288002,-2.3348
91059,WA16 7AB,53.313867,-2.312368
91114,WA16 7EJ,53.312276,-2.333204
91270,WA16 6DW,53.303136,-2.371441
91412,WA16 0JQ,53.299799,-2.455122
91488,WA16 0PN,53.313388,-2.416302
91712,WA15 9SR,53.375429,-2.343196
91879,WA15 8UE,53.373998,-2.300543
92250,WA15 6HQ,53.403197,-2.326574
93384,WA14 4DW,53.3898,-2.349913
93763,WA14 2LX,53.379899,-2.351681
93892,WA14 1EZ,53.389112,-2.348825
94217,WA13 9SZ,53.402226,-2.453104
94384,WA13 0TN,53.367496,-2.454974
94526,WA12 8SD,53.439141,-2.624658
94772,WA12 9NE,53.452108,-2.643987
95426,WA11 8HE,53.501187,-2.787786
95575,WA11 7JE,53.484713,-2.810312
95611,WA11 8RW,53.512743,-2.734376
98224,WA1 1JW,53.387783,-2.59908
98617,W9 2HT,51.52316,-0.194757
99005,W8 7SN,51.50838,-0.196739
99008,W8 7SS,51.507541,-0.198271
99367,W8 5PN,51.499153,-0.187335
99590,W8 4LZ,51.501571,-0.193021
100364,W6 7HG,51.500314,-0.227924
100532,W6 0PL,51.495652,-0.228302
100835,W6 0AD,51.496325,-0.228218
103817,W3 7DA,51.514611,-0.248882
104021,W3 6LH,51.507686,-0.266287
104668,W2 4DL,51.513075,-0.189204
104948,W2 3NA,51.512059,-0.180933
105142,W2 1EB,51.521692,-0.171968
105735,W1W 6AN,51.519572,-0.143441
105761,W1W 6DW,51.519624,-0.139907
106110,W1W 5DT,51.522397,-0.144695
106176,W1U 6TU,51.521331,-0.15689
106205,W1W 5PF,51.521673,-0.143705
106247,W1U 7BU,51.518948,-0.155747
106320,W1U 7NA,51.5193,-0.155862
106618,W1U 6PU,51.520814,-0.158324
107330,W1T 6AD,51.523709,-0.142321
108042,W1T 1DG,51.518053,-0.133763
108549,W1S 3DG,51.509349,-0.137876
109128,W1K 6NF,51.512327,-0.155006
109617,W1K 4DS,51.512327,-0.146488
109917,W1K 2XB,51.508312,-0.152459
109966,W1K 1NA,51.50783,-0.152694
109993,W1K 2AB,51.508666,-0.15266
110175,W1J 8DP,51.50805,-0.142728
110442,W1J 5EN,51.508386,-0.145755
110497,W1J 5LZ,51.507932,-0.149462
110683,W1J 0AY,51.509609,-0.138975
110802,W1J 5AP,51.50938,-0.146622
110813,W1J 5BF,51.51017,-0.147559
110978,W1H 7JG,51.514553,-0.160508
111368,W1G 9TB,51.519291,-0.146696
111562,W1G 8TB,51.519052,-0.148103
111703,W1G 9HY,51.517831,-0.147634
112014,W1G 8PE,51.519761,-0.148017
112294,W1G 0JR,51.516096,-0.143164
112319,W1G 0PW,51.515995,-0.144051
113405,W1D 5EU,51.512767,-0.129728
115038,W14 8XP,51.494941,-0.206322
115815,W14 0NL,51.501238,-0.214829
116986,W12 7NA,51.51412,-0.232918
117018,W12 7QE,51.513505,-0.2315
117274,W11 4TF,51.508053,-0.217676
117657,W11 2SU,51.514481,-0.196368
117751,W11 1LE,51.516464,-0.204923
119103,UB9 5NA,51.580451,-0.49721
119798,UB8 2FX,51.540051,-0.492897
121063,UB6 7JD,51.536387,-0.31487
121564,UB6 0AL,51.54342,-0.348552
122548,UB4 8HE,51.528839,-0.434772
125094,UB10 8HB,51.56993,-0.458353
125265,UB1 3BU,51.508203,-0.376009
127768,TW7 4RB,51.490736,-0.353164
128462,TW5 0AJ,51.484599,-0.381896
128959,TW3 4BN,51.477257,-0.360274
129646,TW3 1NH,51.470011,-0.357798
129734,TW20 8UG,51.410121,-0.5341
129853,TW20 9HY,51.4328,-0.544955
129877,TW20 9LF,51.429923,-0.547909
130021,TW20 8HY,51.42494,-0.537615
130070,TW20 8LL,51.418502,-0.534109
130221,TW20 0QX,51.42929,-0.570316
130373,TW2 7LL,51.449856,-0.358183
131791,TW18 2SP,51.415956,-0.492903
132806,TW16 7PS,51.425495,-0.425029
133023,TW16 6QA,51.417209,-0.41931
133039,TW15 3QN,51.432063,-0.472918
133662,TW15 1LH,51.426343,-0.446101
133838,TW14 9NU,51.451408,-0.422122
134349,TW13 6QA,51.436374,-0.391808
134387,TW13 6SS,51.428754,-0.39678
135478,TW12 2BX,51.413941,-0.363418
135551,TW11 9LU,51.42333,-0.319012
136363,TW10 7AH,51.44506,-0.303665
137502,TS9 7BE,54.42974,-1.215428
137529,TS9 7DJ,54.433428,-1.21944
137638,TS9 5NZ,54.463071,-1.172734
137800,TS9 6LP,54.447324,-1.088111
137863,TS9 5AD,54.469612,-1.191922
137994,TS9 5JT,54.489071,-1.193221
138175,TS8 9LG,54.519745,-1.244818
138290,TS8 0AD,54.502422,-1.217095
138394,TS8 0TG,54.530952,-1.220644
140662,TS5 5EE,54.556737,-1.256629
142129,TS29 6LW,54.714505,-1.403227
142325,TS28 5JP,54.736684,-1.385369
144142,TS25 1PE,54.662057,-1.21406
144484,TS25 1DE,54.649695,-1.191237
145214,TS24 7DA,54.685422,-1.208132
145219,TS24 7DN,54.68698,-1.205079
145989,TS22 5TB,54.632417,-1.314628
146303,TS22 5ND,54.62149,-1.324352
146313,TS22 5NS,54.661654,-1.350566
146401,TS21 3JJ,54.615522,-1.348342
146464,TS21 4AE,54.683735,-1.443248
146689,TS21 2HE,54.6221,-1.465985
146711,TS21 2JN,54.648728,-1.456264
147274,TS20 1PF,54.601072,-1.32599
147498,TS2 1UT,54.586669,-1.242343
147906,TS19 8RP,54.584317,-1.355077
148903,TS18 3QZ,54.556903,-1.31784
149202,TS18 3EA,54.560555,-1.318895
150544,TS15 9XJ,54.511223,-1.354622
150840,TS15 9PJ,54.483519,-1.395328
150892,TS15 9SB,54.503588,-1.327348
151085,TS15 9BH,54.508508,-1.354495
151413,TS14 6QY,54.555341,-1.083801
151434,TS14 6RS,54.535466,-1.105374
151563,TS13 5EN,54.547029,-0.799705
151714,TS14 6HA,54.535862,-1.056914
152395,TS12 2FW,54.566104,-0.984807
154231,TS1 3QW,54.570154,-1.238488
154752,TS1 1NG,54.576598,-1.234903
154840,TR9 6EY,50.390775,-4.957939
154934,TR8 5HB,50.379677,-5.113848
155194,TR9 6AE,50.436071,-4.940776
155212,TR9 6BB,50.438976,-4.937252
155277,TR8 4NZ,50.406128,-5.039969
156051,TR7 1AD,50.413871,-5.077996
156329,TR4 9DJ,50.297998,-5.101322
156362,TR4 9HD,50.318834,-5.096216
156372,TR4 9HR,50.320571,-5.080279
156384,TR4 9JF,50.336088,-5.067017
156447,TR4 9NH,50.259019,-5.123822
156601,TR4 8QQ,50.260419,-5.139617
156742,TR3 7PJ,50.213981,-5.141963
156862,TR4 8EF,50.280485,-5.207251
156912,TR4 8HX,50.275811,-5.159533
157318,TR3 6QR,50.218713,-5.061525
157388,TR27 6ES,50.148912,-5.389745
157556,TR27 4QZ,50.191425,-5.400558
158531,TR20 9PL,50.118626,-5.425679
158930,TR20 8DU,50.145333,-5.477538
159014,TR20 8NW,50.142026,-5.626614
159090,TR2 5JT,50.241293,-4.919636
159142,TR2 5NF,50.21594,-5.013485
159233,TR2 4JF,50.30353,-4.986665
159544,TR2 4AQ,50.247165,-5.00304
159572,TR2 4DD,50.292366,-4.929148
159922,TR19 6NA,50.069543,-5.675655
160777,TR18 3EF,50.127494,-5.554055
161228,TR16 5QZ,50.230272,-5.17637
161538,TR15 3QW,50.220149,-5.271721
161678,TR16 4AX,50.244782,-5.225677
162953,TR14 0BP,50.227394,-5.329475
163267,TR13 9QD,50.094572,-5.345462
163631,TR12 7PR,50.078282,-5.279562
163778,TR13 0DZ,50.164104,-5.196465
163825,TR12 6SQ,50.019803,-5.132654
163934,TR12 7BD,50.048484,-5.227093
164009,TR12 7JF,50.034917,-5.243223
164202,TR12 6NY,50.045881,-5.076526
164336,TR11 5PY,50.12422,-5.162182
164395,TR11 5TD,50.1677,-5.06144
164629,TR11 3QL,50.15289,-5.076289
165180,TR11 2PY,50.15907,-5.082557
165573,TR10 8LG,50.165511,-5.103139
166145,TR1 1EZ,50.265297,-5.049749
166197,TR1 2NA,50.264889,-5.044067
166529,TQ9 7AL,50.329195,-3.66941
166540,TQ9 7BA,50.344259,-3.680704
166569,TQ9 7DR,50.362848,-3.645634
166734,TQ9 6EN,50.450004,-3.69221
167247,TQ9 5GD,50.430832,-3.697004
167294,TQ9 5JU,50.43581,-3.69176
167743,TQ7 3EA,50.24041,-3.837191
167871,TQ7 3QH,50.297455,-3.804816
167947,TQ7 2JG,50.281326,-3.693793
168277,TQ7 2BJ,50.2835,-3.742711
168336,TQ6 9PL,50.352932,-3.587052
168821,TQ6 0HS,50.385173,-3.601832
169855,TQ4 5BW,50.437695,-3.566762
170209,TQ3 3XD,50.440779,-3.590087
170224,TQ3 3YA,50.430603,-3.601503
170926,TQ2 7DU,50.478046,-3.552973
171597,TQ2 6HX,50.462561,-3.551819
171684,TQ2 5EL,50.461397,-3.525575
171824,TQ2 5QY,50.470536,-3.538086
172353,TQ13 9QH,50.611064,-3.648855
172710,TQ13 9JQ,50.594642,-3.688435
172759,TQ13 8DR,50.680722,-3.826053
172779,TQ13 8ER,50.667875,-3.832574
172784,TQ13 8EX,50.657146,-3.876638
172801,TQ13 9LN,50.589795,-3.720374
172855,TQ13 8LN,50.661475,-3.765981
172905,TQ13 8QD,50.667234,-3.755666
172920,TQ13 8RD,50.647806,-3.788286
173117,TQ13 7UB,50.584999,-3.842788
173203,TQ13 0NQ,50.619336,-3.605207
173216,TQ13 8AE,50.673365,-3.840317
173490,TQ13 0DJ,50.605972,-3.578141
173583,TQ12 6HZ,50.553823,-3.683249
173670,TQ12 6QA,50.546151,-3.640462
173709,TQ12 6SE,50.568462,-3.653974
173817,TQ12 5UJ,50.477865,-3.650743
174308,TQ12 4SA,50.534441,-3.580409
174505,TQ12 4AA,50.531654,-3.599407
174683,TQ12 3DJ,50.551861,-3.588656
174924,TQ12 2JS,50.529635,-3.609555
175218,TQ11 0JG,50.491165,-3.834151
176922,TN9 1BL,51.197622,0.274699
176934,TN8 6JQ,51.208792,0.059254
177033,TN8 6NA,51.210782,0.099538
177173,TN8 7AR,51.220499,0.155216
177216,TN8 7EP,51.181723,0.083434
177409,TN8 6HF,51.206483,0.059999
177491,TN8 5AR,51.195599,0.065224
177518,TN8 5DD,51.188981,0.068823
177527,TN6 3LA,51.045859,0.211828
177643,TN6 3QN,51.063065,0.241878
178178,TN6 1QD,51.048666,0.163636
178281,TN6 1TX,51.055363,0.131642
178395,TN5 7QJ,51.065509,0.441709
179485,TN40 1HE,50.839056,0.47457
